"","Brewery","City","State"
"564","Caldera Brewing Company","Ashland","OR"
"565","Caldera Brewing Company","Ashland","OR"
"566","Greenbrier Valley Brewing Company","Lewisburg","WV"
"567","Greenbrier Valley Brewing Company","Lewisburg","WV"
"568","Phoenix Ale Brewery","Phoenix","AZ"
"569","Lumberyard Brewing Company","Flagstaff","AZ"
"570","Uinta Brewing Company","Salt Lake City","UT"
"571","Uinta Brewing Company","Salt Lake City","UT"
"572","Uinta Brewing Company","Salt Lake City","UT"
"573","Uinta Brewing Company","Salt Lake City","UT"
"574","Uinta Brewing Company","Salt Lake City","UT"
"575","Uinta Brewing Company","Salt Lake City","UT"
"576","Uinta Brewing Company","Salt Lake City","UT"
"577","Uinta Brewing Company","Salt Lake City","UT"
"578","Uinta Brewing Company","Salt Lake City","UT"
"579","Four Peaks Brewing Company","Tempe","AZ"
"580","Four Peaks Brewing Company","Tempe","AZ"
"581","Four Peaks Brewing Company","Tempe","AZ"
"582","Four Peaks Brewing Company","Tempe","AZ"
"583","Martin House Brewing Company","Fort Worth","TX"
"584","Martin House Brewing Company","Fort Worth","TX"
"585","Martin House Brewing Company","Fort Worth","TX"
"586","Sly Fox Brewing Company","Phoenixville","PA"
"587","Round Guys Brewing","Lansdale","PA"
"588","Round Guys Brewing","Lansdale","PA"
"589","Round Guys Brewing","Lansdale","PA"
"590","Great Crescent Brewery","Aurora","IN"
"591","Great Crescent Brewery","Aurora","IN"
"592","Great Crescent Brewery","Aurora","IN"
"593","Great Crescent Brewery","Aurora","IN"
"594","Great Crescent Brewery","Aurora","IN"
"595","Great Crescent Brewery","Aurora","IN"
"596","Great Crescent Brewery","Aurora","IN"
"597","Great Crescent Brewery","Aurora","IN"
"598","Great Crescent Brewery","Aurora","IN"
"599","Great Crescent Brewery","Aurora","IN"
"600","Great Crescent Brewery","Aurora","IN"
"601","Great Crescent Brewery","Aurora","IN"
"602","Great Crescent Brewery","Aurora","IN"
"603","Great Crescent Brewery","Aurora","IN"
"604","Great Crescent Brewery","Aurora","IN"
"605","Great Crescent Brewery","Aurora","IN"
"606","Great Crescent Brewery","Aurora","IN"
"607","Great Crescent Brewery","Aurora","IN"
"608","Great Crescent Brewery","Aurora","IN"
"609","Great Crescent Brewery","Aurora","IN"
"610","Oskar Blues Brewery","Longmont","CO"
"611","Oskar Blues Brewery","Longmont","CO"
"612","Oskar Blues Brewery","Longmont","CO"
"613","Oskar Blues Brewery","Longmont","CO"
"614","Oskar Blues Brewery","Longmont","CO"
"615","Oskar Blues Brewery","Longmont","CO"
"616","Oskar Blues Brewery","Longmont","CO"
"617","Oskar Blues Brewery","Longmont","CO"
"618","Oskar Blues Brewery","Longmont","CO"
"619","Oskar Blues Brewery","Longmont","CO"
"620","Oskar Blues Brewery","Longmont","CO"
"621","Oskar Blues Brewery","Longmont","CO"
"622","Oskar Blues Brewery","Longmont","CO"
"623","Oskar Blues Brewery","Longmont","CO"
"624","Oskar Blues Brewery","Longmont","CO"
"625","Oskar Blues Brewery","Longmont","CO"
"626","Oskar Blues Brewery","Longmont","CO"
"627","Oskar Blues Brewery","Longmont","CO"
"628","Oskar Blues Brewery","Longmont","CO"
"629","Oskar Blues Brewery","Longmont","CO"
"630","High Hops Brewery","Windsor","CO"
"631","High Hops Brewery","Windsor","CO"
"632","Crooked Fence Brewing Company","Garden City","ID"
"633","Everybody's Brewing","White Salmon","WA"
"634","Everybody's Brewing","White Salmon","WA"
"635","Anderson Valley Brewing Company","Boonville","CA"
"636","Anderson Valley Brewing Company","Boonville","CA"
"637","Anderson Valley Brewing Company","Boonville","CA"
"638","Anderson Valley Brewing Company","Boonville","CA"
"639","Anderson Valley Brewing Company","Boonville","CA"
"640","Anderson Valley Brewing Company","Boonville","CA"
"641","Anderson Valley Brewing Company","Boonville","CA"
"642","Anderson Valley Brewing Company","Boonville","CA"
"643","Anderson Valley Brewing Company","Boonville","CA"
"644","Anderson Valley Brewing Company","Boonville","CA"
"645","Anderson Valley Brewing Company","Boonville","CA"
"646","Anderson Valley Brewing Company","Boonville","CA"
"647","Anderson Valley Brewing Company","Boonville","CA"
"648","Anderson Valley Brewing Company","Boonville","CA"
"649","Fiddlehead Brewing Company","Shelburne","VT"
"650","Fiddlehead Brewing Company","Shelburne","VT"
"651","Rahr & Sons Brewing Company","Fort Worth","TX"
"652","18th Street Brewery","Gary","IN"
"653","Carolina Brewery","Pittsboro","NC"
"654","Frog Level Brewing Company","Waynesville","NC"
"655","Wild Wolf Brewing Company","Nellysford","VA"
"656","Wild Wolf Brewing Company","Nellysford","VA"
"657","Wild Wolf Brewing Company","Nellysford","VA"
"658","Wild Wolf Brewing Company","Nellysford","VA"
"659","COOP Ale Works","Oklahoma City","OK"
"660","COOP Ale Works","Oklahoma City","OK"
"661","COOP Ale Works","Oklahoma City","OK"
"662","COOP Ale Works","Oklahoma City","OK"
"663","COOP Ale Works","Oklahoma City","OK"
"664","Seventh Son Brewing Company","Columbus","OH"
"665","Seventh Son Brewing Company","Columbus","OH"
"666","Seventh Son Brewing Company","Columbus","OH"
"667","Seventh Son Brewing Company","Columbus","OH"
"668","Seventh Son Brewing Company","Columbus","OH"
"669","Oasis Texas Brewing Company","Austin","TX"
"670","Oasis Texas Brewing Company","Austin","TX"
"671","Oasis Texas Brewing Company","Austin","TX"
"672","Oasis Texas Brewing Company","Austin","TX"
"673","Pedernales Brewing Company","Fredericksburg","TX"
"674","Pedernales Brewing Company","Fredericksburg","TX"
"675","Mother's Brewing","Springfield","MO"
"676","Mother's Brewing","Springfield","MO"
"677","Two Beers Brewing Company","Seattle","WA"
"678","Two Beers Brewing Company","Seattle","WA"
"679","Two Beers Brewing Company","Seattle","WA"
"680","Two Beers Brewing Company","Seattle","WA"
"681","Two Beers Brewing Company","Seattle","WA"
"682","Two Beers Brewing Company","Seattle","WA"
"683","Two Beers Brewing Company","Seattle","WA"
"684","Two Beers Brewing Company","Seattle","WA"
"685","Two Beers Brewing Company","Seattle","WA"
"686","Two Beers Brewing Company","Seattle","WA"
"687","Snake River Brewing Company","Jackson","WY"
"688","Snake River Brewing Company","Jackson","WY"
"689","Snake River Brewing Company","Jackson","WY"
"690","Snake River Brewing Company","Jackson","WY"
"691","Snake River Brewing Company","Jackson","WY"
"692","Snake River Brewing Company","Jackson","WY"
"693","Capital Brewery","Middleton","WI"
"694","Capital Brewery","Middleton","WI"
"695","Capital Brewery","Middleton","WI"
"696","Capital Brewery","Middleton","WI"
"697","Capital Brewery","Middleton","WI"
"698","Capital Brewery","Middleton","WI"
"699","Goodlife Brewing Co.","Bend","OR"
"700","Goose Island Brewery Company","Chicago","IL"
"701","Burnside Brewing Co.","Portland","OR"
"702","Hop Valley Brewing Company","Springfield","OR"
"703","Hop Valley Brewing Company","Springfield","OR"
"704","Hop Valley Brewing Company","Springfield","OR"
"705","Hop Valley Brewing Company","Springfield","OR"
"706","Hop Valley Brewing Company","Springfield","OR"
"707","Hop Valley Brewing Company","Springfield","OR"
"708","Hop Valley Brewing Company","Springfield","OR"
"709","Hop Valley Brewing Company","Springfield","OR"
"710","Worthy Brewing Company","Bend","OR"
"711","Worthy Brewing Company","Bend","OR"
"712","Worthy Brewing Company","Bend","OR"
"713","Worthy Brewing Company","Bend","OR"
"714","Worthy Brewing Company","Bend","OR"
"715","Fearless Brewing Company","Estacada","OR"
"716","Fearless Brewing Company","Estacada","OR"
"717","Upland Brewing Company","Bloomington","IN"
"718","Upland Brewing Company","Bloomington","IN"
"719","Mehana Brewing Co.","Hilo","HI"
"720","Mehana Brewing Co.","Hilo","HI"
"721","Mehana Brewing Co.","Hilo","HI"
"722","Mehana Brewing Co.","Hilo","HI"
"723","Mehana Brewing Co.","Hilo","HI"
"724","Mehana Brewing Co.","Hilo","HI"
"725","People's Brewing Company","Lafayette","IN"
"726","People's Brewing Company","Lafayette","IN"
"727","Fort George Brewery","Astoria","OR"
"728","Branchline Brewing Company","San Antonio","TX"
"729","Kalona Brewing Company","Kalona","IA"
"730","Modern Times Beer","San Diego","CA"
"731","Modern Times Beer","San Diego","CA"
"732","Modern Times Beer","San Diego","CA"
"733","Modern Times Beer","San Diego","CA"
"734","Modern Times Beer","San Diego","CA"
"735","Modern Times Beer","San Diego","CA"
"736","Modern Times Beer","San Diego","CA"
"737","Modern Times Beer","San Diego","CA"
"738","Wisconsin Brewing Company","Verona","WI"
"739","Wisconsin Brewing Company","Verona","WI"
"740","Grapevine Craft Brewery","Farmers Branch","TX"
"741","Grapevine Craft Brewery","Farmers Branch","TX"
"742","Grapevine Craft Brewery","Farmers Branch","TX"
"743","Buffalo Bayou Brewing Company","Houston","TX"
"744","Buffalo Bayou Brewing Company","Houston","TX"
"745","Buffalo Bayou Brewing Company","Houston","TX"
"746","Texian Brewing Co.","Richmond","TX"
"747","Texian Brewing Co.","Richmond","TX"
"748","Texian Brewing Co.","Richmond","TX"
"749","Texian Brewing Co.","Richmond","TX"
"750","Forgotten Boardwalk","Cherry Hill","NJ"
"751","Forgotten Boardwalk","Cherry Hill","NJ"
"752","Laughing Dog Brewing Company","Ponderay","ID"
"753","Laughing Dog Brewing Company","Ponderay","ID"
"754","Laughing Dog Brewing Company","Ponderay","ID"
"755","Bozeman Brewing Company","Bozeman","MT"
"756","Bozeman Brewing Company","Bozeman","MT"
"757","Bozeman Brewing Company","Bozeman","MT"
"758","Bozeman Brewing Company","Bozeman","MT"
"759","Big Choice Brewing","Broomfield","CO"
"760","Big Choice Brewing","Broomfield","CO"
"761","Big Choice Brewing","Broomfield","CO"
"762","Big Storm Brewing Company","Odessa","FL"
"763","Big Storm Brewing Company","Odessa","FL"
"764","Carton Brewing Company","Atlantic Highlands","NJ"
"765","Carton Brewing Company","Atlantic Highlands","NJ"
"766","Carton Brewing Company","Atlantic Highlands","NJ"
"767","Carton Brewing Company","Atlantic Highlands","NJ"
"768","Midnight Sun Brewing Company","Anchorage","AK"
"769","Midnight Sun Brewing Company","Anchorage","AK"
"770","Midnight Sun Brewing Company","Anchorage","AK"
"771","Midnight Sun Brewing Company","Anchorage","AK"
"772","Midnight Sun Brewing Company","Anchorage","AK"
"773","Fat Head's Brewery","Middleburg Heights","OH"
"774","Fat Head's Brewery","Middleburg Heights","OH"
"775","Refuge Brewery","Temecula","CA"
"776","Chatham Brewing","Chatham","NY"
"777","Chatham Brewing","Chatham","NY"
"778","DC Brau Brewing Company","Washington","DC"
"779","DC Brau Brewing Company","Washington","DC"
"780","DC Brau Brewing Company","Washington","DC"
"781","DC Brau Brewing Company","Washington","DC"
"782","Geneva Lake Brewing Company","Lake Geneva","WI"
"783","Geneva Lake Brewing Company","Lake Geneva","WI"
"784","Geneva Lake Brewing Company","Lake Geneva","WI"
"785","Cape Ann Brewing Company","Gloucester","MA"
"786","Cape Ann Brewing Company","Gloucester","MA"
"787","Cape Ann Brewing Company","Gloucester","MA"
"788","Cape Ann Brewing Company","Gloucester","MA"
"789","Cape Ann Brewing Company","Gloucester","MA"
"790","Borderlands Brewing Company","Tucson","AZ"
"791","Joseph James Brewing Company","Henderson","NV"
"792","Joseph James Brewing Company","Henderson","NV"
"793","Joseph James Brewing Company","Henderson","NV"
"794","Joseph James Brewing Company","Henderson","NV"
"795","Harpoon Brewery","Boston","MA"
"796","Harpoon Brewery","Boston","MA"
"797","Harpoon Brewery","Boston","MA"
"798","Harpoon Brewery","Boston","MA"
"799","Harpoon Brewery","Boston","MA"
"800","Harpoon Brewery","Boston","MA"
"801","Harpoon Brewery","Boston","MA"
"802","Harpoon Brewery","Boston","MA"
"803","Harpoon Brewery","Boston","MA"
"804","Harpoon Brewery","Boston","MA"
"805","Harpoon Brewery","Boston","MA"
"806","Champion Brewing Company","Charlottesville","VA"
"807","Champion Brewing Company","Charlottesville","VA"
"808","Champion Brewing Company","Charlottesville","VA"
"809","Devil's Backbone Brewing Company","Lexington","VA"
"810","Devil's Backbone Brewing Company","Lexington","VA"
"811","Newburgh Brewing Company","Newburgh","NY"
"812","Wiseacre Brewing Company","Memphis","TN"
"813","Wiseacre Brewing Company","Memphis","TN"
"814","Golden Road Brewing","Los Angeles","CA"
"815","Golden Road Brewing","Los Angeles","CA"
"816","Golden Road Brewing","Los Angeles","CA"
"817","Golden Road Brewing","Los Angeles","CA"
"818","Golden Road Brewing","Los Angeles","CA"
"819","Golden Road Brewing","Los Angeles","CA"
"820","Golden Road Brewing","Los Angeles","CA"
"821","Golden Road Brewing","Los Angeles","CA"
"822","Golden Road Brewing","Los Angeles","CA"
"823","Golden Road Brewing","Los Angeles","CA"
"824","Golden Road Brewing","Los Angeles","CA"
"825","Golden Road Brewing","Los Angeles","CA"
"826","Golden Road Brewing","Los Angeles","CA"
"827","Golden Road Brewing","Los Angeles","CA"
"828","New Republic Brewing Company","College Station","TX"
"829","New Republic Brewing Company","College Station","TX"
"830","New Republic Brewing Company","College Station","TX"
"831","Infamous Brewing Company","Austin","TX"
"832","Infamous Brewing Company","Austin","TX"
"833","Lift Bridge Brewing Company","Stillwater","MN"
"834","Lift Bridge Brewing Company","Stillwater","MN"
"835","Lucky Town Brewing Company","Jackson","MS"
"836","Lucky Town Brewing Company","Jackson","MS"
"837","Quest Brewing Company","Greenville","SC"
"838","Quest Brewing Company","Greenville","SC"
"839","Creature Comforts","Athens","GA"
"840","Half Full Brewery","Stamford","CT"
"841","Half Full Brewery","Stamford","CT"
"842","Chapman's Brewing","Angola","IN"
"843","Chapman's Brewing","Angola","IN"
"844","Barrio Brewing Company","Tucson","AZ"
"845","Santa Cruz Mountain Brewing","Santa Cruz","CA"
"846","Frankenmuth Brewery","Frankenmuth","MI"
"847","Frankenmuth Brewery","Frankenmuth","MI"
"848","Finch's Beer Company","Chicago","IL"
"849","Finch's Beer Company","Chicago","IL"
"850","Finch's Beer Company","Chicago","IL"
"851","South Austin Brewery","South Austin","TX"
"852","South Austin Brewery","South Austin","TX"
"853","South Austin Brewery","South Austin","TX"
"854","Bauhaus Brew Labs","Minneapolis","MN"
"855","Bauhaus Brew Labs","Minneapolis","MN"
"856","Bauhaus Brew Labs","Minneapolis","MN"
"857","Bauhaus Brew Labs","Minneapolis","MN"
"858","Ozark Beer Company","Rogers","AR"
"859","Otter Creek Brewing","Waterbury","VT"
"860","Ska Brewing Company","Durango","CO"
"861","Ska Brewing Company","Durango","CO"
"862","Ska Brewing Company","Durango","CO"
"863","Ska Brewing Company","Durango","CO"
"864","Ska Brewing Company","Durango","CO"
"865","Tractor Brewing Company","Albuquerque","NM"
"866","Tractor Brewing Company","Albuquerque","NM"
"867","Peak Organic Brewing Company","Portland","ME"
"868","Cape Cod Beer","Hyannis","MA"
"869","Cape Cod Beer","Hyannis","MA"
"870","Long Trail Brewing Company","Bridgewater Corners","VT"
"871","Long Trail Brewing Company","Bridgewater Corners","VT"
"872","Long Trail Brewing Company","Bridgewater Corners","VT"
"873","Long Trail Brewing Company","Bridgewater Corners","VT"
"874","Long Trail Brewing Company","Bridgewater Corners","VT"
"875","Great Raft Brewing Company","Shreveport","LA"
"876","Alaskan Brewing Company","Juneau","AK"
"877","Alaskan Brewing Company","Juneau","AK"
"878","The Alchemist","Waterbury","VT"
"879","The Alchemist","Waterbury","VT"
"880","Three Notch'd Brewing Company","Charlottesville","VA"
"881","Three Notch'd Brewing Company","Charlottesville","VA"
"882","Otter Creek Brewing","Middlebury","VT"
"883","Montauk Brewing Company","Montauk","NY"
"884","Montauk Brewing Company","Montauk","NY"
"885","Indeed Brewing Company","Minneapolis","MN"
"886","Indeed Brewing Company","Minneapolis","MN"
"887","Indeed Brewing Company","Minneapolis","MN"
"888","Indeed Brewing Company","Minneapolis","MN"
"889","Indeed Brewing Company","Minneapolis","MN"
"890","Indeed Brewing Company","Minneapolis","MN"
"891","Berkshire Brewing Company","South Deerfield","MA"
"892","Berkshire Brewing Company","South Deerfield","MA"
"893","Headlands Brewing Company","Mill Valley","CA"
"894","Headlands Brewing Company","Mill Valley","CA"
"895","Headlands Brewing Company","Mill Valley","CA"
"896","Bolero Snort Brewery","Ridgefield Park","NJ"
"897","Bolero Snort Brewery","Ridgefield Park","NJ"
"898","Defiance Brewing Company","Hays","KS"
"899","Defiance Brewing Company","Hays","KS"
"900","Milwaukee Brewing Company","Milwaukee","WI"
"901","Milwaukee Brewing Company","Milwaukee","WI"
"902","Milwaukee Brewing Company","Milwaukee","WI"
"903","Milwaukee Brewing Company","Milwaukee","WI"
"904","Milwaukee Brewing Company","Milwaukee","WI"
"905","Milwaukee Brewing Company","Milwaukee","WI"
"906","Catawba Island Brewing","Port Clinton","OH"
"907","Catawba Island Brewing","Port Clinton","OH"
"908","Back Forty Beer Company","Gadsden","AL"
"909","Four Corners Brewing Company","Dallas","TX"
"910","Four Corners Brewing Company","Dallas","TX"
"911","Four Corners Brewing Company","Dallas","TX"
"912","Saint Archer Brewery","San Diego","CA"
"913","Saint Archer Brewery","San Diego","CA"
"914","Saint Archer Brewery","San Diego","CA"
"915","Saint Archer Brewery","San Diego","CA"
"916","Hale's Ales","Seattle","WA"
"917","Tommyknocker Brewery","Idaho Springs","CO"
"918","Tommyknocker Brewery","Idaho Springs","CO"
"919","Baxter Brewing Company","Lewiston","ME"
"920","Baxter Brewing Company","Lewiston","ME"
"921","Baxter Brewing Company","Lewiston","ME"
"922","Baxter Brewing Company","Lewiston","ME"
"923","Black Shirt Brewing Company","Denver","CO"
"924","Black Shirt Brewing Company","Denver","CO"
"925","Black Shirt Brewing Company","Denver","CO"
"926","Black Shirt Brewing Company","Denver","CO"
"927","Wachusett Brewing Company","Westminster","MA"
"928","Wachusett Brewing Company","Westminster","MA"
"929","Wachusett Brewing Company","Westminster","MA"
"930","Wachusett Brewing Company","Westminster","MA"
"931","Wachusett Brewing Company","Westminster","MA"
"932","Wachusett Brewing Company","Westminster","MA"
"933","Wachusett Brewing Company","Westminster","MA"
"934","Wachusett Brewing Company","Westminster","MA"
"935","Wachusett Brewing Company","Westminster","MA"
"936","Widmer Brothers Brewing Company","Portland","OR"
"937","Widmer Brothers Brewing Company","Portland","OR"
"938","Widmer Brothers Brewing Company","Portland","OR"
"939","Hop Farm Brewing Company","Pittsburgh","PA"
"940","Hop Farm Brewing Company","Pittsburgh","PA"
"941","Hop Farm Brewing Company","Pittsburgh","PA"
"942","Liquid Hero Brewery","York","PA"
"943","Liquid Hero Brewery","York","PA"
"944","Liquid Hero Brewery","York","PA"
"945","Liquid Hero Brewery","York","PA"
"946","Matt Brewing Company","Utica","NY"
"947","Matt Brewing Company","Utica","NY"
"948","Matt Brewing Company","Utica","NY"
"949","Boston Beer Company","Boston","MA"
"950","Boston Beer Company","Boston","MA"
"951","Boston Beer Company","Boston","MA"
"952","Boston Beer Company","Boston","MA"
"953","Boston Beer Company","Boston","MA"
"954","Boston Beer Company","Boston","MA"
"955","Boston Beer Company","Boston","MA"
"956","Old Forge Brewing Company","Danville","PA"
"957","Old Forge Brewing Company","Danville","PA"
"958","Utah Brewers Cooperative","Salt Lake City","UT"
"959","Utah Brewers Cooperative","Salt Lake City","UT"
"960","Magic Hat Brewing Company","South Burlington","VT"
"961","Magic Hat Brewing Company","South Burlington","VT"
"962","Magic Hat Brewing Company","South Burlington","VT"
"963","Blue Hills Brewery","Canton","MA"
"964","Beach Brewing Company","Virginia Beach","VA"
"965","Payette Brewing Company","Garden City","ID"
"966","Payette Brewing Company","Garden City","ID"
"967","Payette Brewing Company","Garden City","ID"
"968","Payette Brewing Company","Garden City","ID"
"969","Brew Bus Brewing","Tampa","FL"
"970","Brew Bus Brewing","Tampa","FL"
"971","Brew Bus Brewing","Tampa","FL"
"972","Sockeye Brewing Company","Boise","ID"
"973","Sockeye Brewing Company","Boise","ID"
"974","Sockeye Brewing Company","Boise","ID"
"975","Sockeye Brewing Company","Boise","ID"
"976","Sockeye Brewing Company","Boise","ID"
"977","Sockeye Brewing Company","Boise","ID"
"978","Sockeye Brewing Company","Boise","ID"
"979","Dirty Bucket Brewing Company","Woodinville","WA"
"980","Jackalope Brewing Company","Nashville","TN"
"981","Slanted Rock Brewing Company","Meridian","ID"
"982","Slanted Rock Brewing Company","Meridian","ID"
"983","Piney River Brewing Company","Bucryus","MO"
"984","Piney River Brewing Company","Bucryus","MO"
"985","Piney River Brewing Company","Bucryus","MO"
"986","Piney River Brewing Company","Bucryus","MO"
"987","Piney River Brewing Company","Bucryus","MO"
"988","Piney River Brewing Company","Bucryus","MO"
"989","Piney River Brewing Company","Bucryus","MO"
"990","Banner Beer Company","Williamsburg","MA"
"991","Banner Beer Company","Williamsburg","MA"
"992","Claremont Craft Ales","Claremont","CA"
"993","Rivertown Brewing Company","Lockland","OH"
"994","Rivertown Brewing Company","Lockland","OH"
"995","Voodoo Brewery","Meadville","PA"
"996","Voodoo Brewery","Meadville","PA"
"997","Voodoo Brewery","Meadville","PA"
"998","Voodoo Brewery","Meadville","PA"
"999","Voodoo Brewery","Meadville","PA"
"1000","Voodoo Brewery","Meadville","PA"
"1001","Pisgah Brewing Company","Black Mountain","NC"
"1002","Pisgah Brewing Company","Black Mountain","NC"
"1003","Morgan Street Brewery","Saint Louis","MO"
"1004","Morgan Street Brewery","Saint Louis","MO"
"1005","Morgan Street Brewery","Saint Louis","MO"
"1006","Morgan Street Brewery","Saint Louis","MO"
"1007","Morgan Street Brewery","Saint Louis","MO"
"1008","The Just Beer Project","Burlington","VT"
"1009","The Bronx Brewery","Bronx","NY"
"1010","The Bronx Brewery","Bronx","NY"
"1011","The Bronx Brewery","Bronx","NY"
"1012","Dead Armadillo Craft Brewing","Tulsa","OK"
"1013","La Cumbre Brewing Company","Albuquerque","NM"
"1014","La Cumbre Brewing Company","Albuquerque","NM"
"1015","Fargo Brewing Company","Fargo","ND"
"1016","Fargo Brewing Company","Fargo","ND"
"1017","Fargo Brewing Company","Fargo","ND"
"1018","Big Sky Brewing Company","Missoula","MT"
"1019","Big Sky Brewing Company","Missoula","MT"
"1020","Big Sky Brewing Company","Missoula","MT"
"1021","Big Sky Brewing Company","Missoula","MT"
"1022","Big Sky Brewing Company","Missoula","MT"
"1023","Big Sky Brewing Company","Missoula","MT"
"1024","Big Sky Brewing Company","Missoula","MT"
"1025","Big Sky Brewing Company","Missoula","MT"
"1026","Big Sky Brewing Company","Missoula","MT"
"1027","Big Sky Brewing Company","Missoula","MT"
"1028","Big Sky Brewing Company","Missoula","MT"
"1029","Nebraska Brewing Company","Papillion","NE"
"1030","Nebraska Brewing Company","Papillion","NE"
"1031","Nebraska Brewing Company","Papillion","NE"
"1032","Nebraska Brewing Company","Papillion","NE"
"1033","Nebraska Brewing Company","Papillion","NE"
"1034","Wormtown Brewery","Worcester","MA"
"1035","Due South Brewing Company","Boynton Beach","FL"
"1036","KelSo Beer Company","Brooklyn","NY"
"1037","KelSo Beer Company","Brooklyn","NY"
"1038","KelSo Beer Company","Brooklyn","NY"
"1039","Hardywood Park Craft Brewery","Richmond","VA"
"1040","Hardywood Park Craft Brewery","Richmond","VA"
"1041","Hardywood Park Craft Brewery","Richmond","VA"
"1042","Wolf Hills Brewing Company","Abingdon","VA"
"1043","Lavery Brewing Company","Erie","PA"
"1044","Lavery Brewing Company","Erie","PA"
"1045","Manzanita Brewing Company","Santee","CA"
"1046","Manzanita Brewing Company","Santee","CA"
"1047","Manzanita Brewing Company","Santee","CA"
"1048","Manzanita Brewing Company","Santee","CA"
"1049","Manzanita Brewing Company","Santee","CA"
"1050","Central Coast Brewing Company","San Luis Obispo","CA"
"1051","Central Coast Brewing Company","San Luis Obispo","CA"
"1052","Central Coast Brewing Company","San Luis Obispo","CA"
"1053","Central Coast Brewing Company","San Luis Obispo","CA"
"1054","Westfield River Brewing Company","Westfield","MA"
"1055","Westfield River Brewing Company","Westfield","MA"
"1056","Pikes Peak Brewing Company","Monument","CO"
"1057","Manayunk Brewing Company","Philadelphia","PA"
"1058","Manayunk Brewing Company","Philadelphia","PA"
"1059","Manayunk Brewing Company","Philadelphia","PA"
"1060","Manayunk Brewing Company","Philadelphia","PA"
"1061","Manayunk Brewing Company","Philadelphia","PA"
"1062","NoDa Brewing Company","Charlotte","NC"
"1063","NoDa Brewing Company","Charlotte","NC"
"1064","Aviator Brewing Company","Fuquay-Varina","NC"
"1065","Aviator Brewing Company","Fuquay-Varina","NC"
"1066","Aviator Brewing Company","Fuquay-Varina","NC"
"1067","Aviator Brewing Company","Fuquay-Varina","NC"
"1068","Aviator Brewing Company","Fuquay-Varina","NC"
"1069","Wild Onion Brewing Company","Lake Barrington","IL"
"1070","Wild Onion Brewing Company","Lake Barrington","IL"
"1071","Wild Onion Brewing Company","Lake Barrington","IL"
"1072","Wild Onion Brewing Company","Lake Barrington","IL"
"1073","Wild Onion Brewing Company","Lake Barrington","IL"
"1074","Wild Onion Brewing Company","Lake Barrington","IL"
"1075","Wild Onion Brewing Company","Lake Barrington","IL"
"1076","Hilliard's Beer","Seattle","WA"
"1077","Hilliard's Beer","Seattle","WA"
"1078","Hilliard's Beer","Seattle","WA"
"1079","Hilliard's Beer","Seattle","WA"
"1080","Hilliard's Beer","Seattle","WA"
"1081","Great River Brewery","Davenport","IA"
"1082","Great River Brewery","Davenport","IA"
"1083","Great River Brewery","Davenport","IA"
"1084","Great River Brewery","Davenport","IA"
"1085","Great River Brewery","Davenport","IA"
"1086","Great River Brewery","Davenport","IA"
"1087","Great River Brewery","Davenport","IA"
"1088","Great River Brewery","Davenport","IA"
"1089","Great River Brewery","Davenport","IA"
"1090","Great River Brewery","Davenport","IA"
"1091","Great River Brewery","Davenport","IA"
"1092","Great River Brewery","Davenport","IA"
"1093","Great River Brewery","Davenport","IA"
"1094","Great River Brewery","Davenport","IA"
"1095","Great River Brewery","Davenport","IA"
"1096","Mustang Brewing Company","Mustang","OK"
"1097","Mustang Brewing Company","Mustang","OK"
"1098","Airways Brewing Company","Kent","WA"
"1099","Airways Brewing Company","Kent","WA"
"1100","Airways Brewing Company","Kent","WA"
"1101","21st Amendment Brewery","San Francisco","CA"
"1102","21st Amendment Brewery","San Francisco","CA"
"1103","21st Amendment Brewery","San Francisco","CA"
"1104","21st Amendment Brewery","San Francisco","CA"
"1105","21st Amendment Brewery","San Francisco","CA"
"1106","21st Amendment Brewery","San Francisco","CA"
"1107","21st Amendment Brewery","San Francisco","CA"
"1108","21st Amendment Brewery","San Francisco","CA"
"1109","21st Amendment Brewery","San Francisco","CA"
"1110","21st Amendment Brewery","San Francisco","CA"
"1111","21st Amendment Brewery","San Francisco","CA"
"1112","21st Amendment Brewery","San Francisco","CA"
"1113","21st Amendment Brewery","San Francisco","CA"
"1114","21st Amendment Brewery","San Francisco","CA"
"1115","21st Amendment Brewery","San Francisco","CA"
"1116","21st Amendment Brewery","San Francisco","CA"
"1117","21st Amendment Brewery","San Francisco","CA"
"1118","Eddyline Brewery & Restaurant","Buena Vista","CO"
"1119","Eddyline Brewery & Restaurant","Buena Vista","CO"
"1120","Sly Fox Brewing Company","Pottstown","PA"
"1121","Sly Fox Brewing Company","Pottstown","PA"
"1122","Sly Fox Brewing Company","Pottstown","PA"
"1123","Sly Fox Brewing Company","Pottstown","PA"
"1124","Sly Fox Brewing Company","Pottstown","PA"
"1125","Sly Fox Brewing Company","Pottstown","PA"
"1126","Sly Fox Brewing Company","Pottstown","PA"
"1127","Sly Fox Brewing Company","Pottstown","PA"
"1128","Sly Fox Brewing Company","Pottstown","PA"
"1129","Sly Fox Brewing Company","Pottstown","PA"
"1130","Sly Fox Brewing Company","Pottstown","PA"
"1131","Astoria Brewing Company","Astoria","OR"
"1132","Astoria Brewing Company","Astoria","OR"
"1133","Astoria Brewing Company","Astoria","OR"
"1134","Astoria Brewing Company","Astoria","OR"
"1135","Maui Brewing Company","Lahaina","HI"
"1136","Maui Brewing Company","Lahaina","HI"
