Group,Brewery,City,State,Brewery_id,Name,Beer_ID,ABV,IBU,Style,Ounces
Ale,New Belgium Brewing Company,Fort Collins,CO,83,Fat Tire Amber Ale (2011),748,0.052,18,American Amber / Red Ale,12
Ale,New Belgium Brewing Company,Fort Collins,CO,83,Fat Tire Amber Ale,563,0.052,18,American Amber / Red Ale,16
Ale,New Belgium Brewing Company,Fort Collins,CO,83,Fat Tire Amber Ale (2008),71,0.052,18,American Amber / Red Ale,12
Ale,Sierra Nevada Brewing Company,Chico,CA,84,Sierra Nevada Pale Ale,1905,0.056,37,American Pale Ale (APA),16
Ale,Sierra Nevada Brewing Company,Chico,CA,84,Old Chico Crystal Wheat,1338,0.048,26,American Pale Wheat Ale,12
Ale,Sierra Nevada Brewing Company,Chico,CA,84,Sierra Nevada Pale Ale,400,0.056,37,American Pale Ale (APA),12
Ale,Kirkwood Station Brewing Company,Kirkwood,MO,88,Blackberry Wheat,2459,0.048,11,American Pale Wheat Ale,16
Ale,Goose Island Brewing Company,Chicago,IL,89,312 Urban Pale Ale,2457,0.054,30,American Pale Ale (APA),16
Ale,Goose Island Brewing Company,Chicago,IL,89,312 Urban Pale Ale,2202,0.054,30,American Pale Ale (APA),12
Ale,Goose Island Brewing Company,Chicago,IL,89,312 Urban Wheat Ale,2201,0.042,18,American Pale Wheat Ale,16
Ale,Goose Island Brewing Company,Chicago,IL,89,312 Urban Wheat Ale,1829,0.042,18,American Pale Wheat Ale,12
Ale,Goose Island Brewing Company,Chicago,IL,89,312 Urban Wheat Ale (2012),581,0.042,20,American Pale Wheat Ale,12
Ale,Madtree Brewing Company,Cincinnati,OH,92,Sol Drifter,2209,0.043,18,American Blonde Ale,12
Ale,Madtree Brewing Company,Cincinnati,OH,92,SPRYE,1815,0.05,40,American Pale Ale (APA),12
Ale,Madtree Brewing Company,Cincinnati,OH,92,Gnarly Brown,1125,0.07,32,American Brown Ale,12
Ale,Madtree Brewing Company,Cincinnati,OH,92,Happy Amber,1124,0.06,30,American Amber / Red Ale,12
Ale,Rhinegeist Brewery,Cincinnati,OH,94,Hustle,2452,0.057,42,American Amber / Red Ale,12
Ale,Rhinegeist Brewery,Cincinnati,OH,94,Pure Fury,2451,0.055,42,American Pale Ale (APA),12
Ale,Rhinegeist Brewery,Cincinnati,OH,94,Dad,2132,0.06,60,American Amber / Red Ale,12
Ale,Rhinegeist Brewery,Cincinnati,OH,94,Zen,1935,0.043,45,American Pale Ale (APA),12
Ale,Rhinegeist Brewery,Cincinnati,OH,94,Cougar,1851,0.048,25,American Blonde Ale,12
Ale,Warped Wing Brewing Company,Dayton,OH,95,Ermal's,2223,0.054,20,Cream Ale,16
Ale,Tröegs Brewing Company,Hershey,PA,98,Nugget Nectar,2444,0.075,93,American Amber / Red Ale,16
Ale,Mission Brewery,San Diego,CA,99,El Conquistador Extra Pale Ale,1460,0.048,44,American Pale Ale (APA),32
Ale,Coastal Extreme Brewing Company,Newport,RI,102,Hurricane Amber Ale (2004),751,0.052,24,American Amber / Red Ale,12
Ale,Coastal Extreme Brewing Company,Newport,RI,102,Hurricane Amber Ale,120,0.052,24,American Amber / Red Ale,12
Ale,Beer Works Brewery,Lowell,MA,104,Fenway American Pale Ale,2423,0.058,45,American Pale Ale (APA),12
Ale,Lone Tree Brewing Company,Lone Tree,CO,105,Peach Pale Ale,2434,0.057,40,American Pale Ale (APA),12
Ale,Four String Brewing Company,Columbus,OH,106,Suncaster Summer Wheat,2427,0.05,28,American Pale Wheat Ale,12
Ale,Four String Brewing Company,Columbus,OH,106,Brass Knuckle Pale Ale,2425,0.057,36,American Pale Ale (APA),12
Ale,Bonfire Brewing Company,Eagle,CO,108,Kilt Dropper Scotch Ale,1727,0.075,22,Scotch Ale / Wee Heavy,16
Ale,Bonfire Brewing Company,Eagle,CO,108,Kindler Pale Ale,1183,0.053,45,American Pale Ale (APA),12
Ale,Renegade Brewing Company,Denver,CO,111,Consilium,2414,0.05,40,American Pale Ale (APA),12
Ale,Renegade Brewing Company,Denver,CO,111,5:00 O'Clock Afternoon Ale,1005,0.05,25,American Blonde Ale,16
Ale,Mother Earth Brew Company,Vista,CA,112,Cali Creamin',2413,0.052,21,Cream Ale,12
Ale,Black Market Brewing Company,Temecula,CA,113,Deception,2412,0.045,16,American Blonde Ale,12
Ale,Black Market Brewing Company,Temecula,CA,113,Aftermath Pale Ale,1896,0.058,44,American Pale Ale (APA),12
Ale,Smartmouth Brewing Company,Norfolk,VA,116,Murphy's Law,2406,0.058,35,American Amber / Red Ale,12
Ale,Smartmouth Brewing Company,Norfolk,VA,116,Alter Ego,2405,0.062,33,Saison / Farmhouse Ale,12
Ale,Alameda Brewing,Portland,OR,118,Klickitat Pale Ale,2402,0.053,36,American Pale Ale (APA),12
Ale,Southern Star Brewing Company,Conroe,TX,119,Pine Belt Pale Ale,2387,0.065,45,American Pale Ale (APA),12
Ale,Southern Star Brewing Company,Conroe,TX,119,Old Potentate,1010,0.072,40,Old Ale,12
Ale,Southern Star Brewing Company,Conroe,TX,119,Bombshell Blonde,856,0.05,20,American Blonde Ale,16
Ale,Southern Star Brewing Company,Conroe,TX,119,Pine Belt Pale Ale,45,0.065,45,American Pale Ale (APA),16
Ale,Southern Star Brewing Company,Conroe,TX,119,Bombshell Blonde,44,0.05,20,American Blonde Ale,12
Ale,Steamworks Brewing Company,Durango,CO,120,Third Eye Enlightened Pale Ale,2386,0.065,65,American Pale Ale (APA),12
Ale,Center of the Universe Brewing C...,Ashland,VA,123,Ray Ray’s Pale Ale,1247,0.052,42,American Pale Ale (APA),12
Ale,Griffin Claw Brewing Company,Birmingham,MI,125,Mr. Blue Sky,2375,0.045,6,American Pale Wheat Ale,16
Ale,Griffin Claw Brewing Company,Birmingham,MI,125,Screamin’ Pumpkin,2142,0.05,25,Pumpkin Ale,16
Ale,Griffin Claw Brewing Company,Birmingham,MI,125,El Rojo,2140,0.065,25,American Amber / Red Ale,16
Ale,Griffin Claw Brewing Company,Birmingham,MI,125,Grind Line,2138,0.05,35,American Pale Ale (APA),16
Ale,Karbach Brewing Company,Houston,TX,126,Weekend Warrior Pale Ale,1557,0.055,40,American Pale Ale (APA),12
Ale,Karbach Brewing Company,Houston,TX,126,Barn Burner Saison,1068,0.066,20,Saison / Farmhouse Ale,12
Ale,Deep Ellum Brewing Company,Dallas,TX,128,Oak Cliff Coffee Ale,2251,0.075,33,American Brown Ale,12
Ale,Deep Ellum Brewing Company,Dallas,TX,128,Farmhouse Wit,1202,0.048,25,Saison / Farmhouse Ale,16
Ale,Deep Ellum Brewing Company,Dallas,TX,128,Dallas Blonde,946,0.052,23,American Blonde Ale,12
Ale,Real Ale Brewing Company,Blanco,TX,129,BLAKKR,1861,0.099,85,American Black Ale,12
Ale,Real Ale Brewing Company,Blanco,TX,129,Firemans #4 Blonde Ale (2013),1718,0.051,21,American Blonde Ale,12
Ale,Real Ale Brewing Company,Blanco,TX,129,Four Squared (2015),1086,0.06,50,American Blonde Ale,12
Ale,Real Ale Brewing Company,Blanco,TX,129,Firemans #4 Blonde Ale (2015),830,0.051,21,American Blonde Ale,12
Ale,Stevens Point Brewery,Stevens Point,WI,132,Point Cascade Pale Ale (2013),2270,0.054,33,American Pale Ale (APA),12
Ale,Stevens Point Brewery,Stevens Point,WI,132,Onyx Black Ale,2151,0.052,9,American Black Ale,12
Ale,Stevens Point Brewery,Stevens Point,WI,132,Point Nude Beach Summer Wheat,1225,0.052,7,American Pale Wheat Ale,16
Ale,Stevens Point Brewery,Stevens Point,WI,132,Point Nude Beach Summer Wheat,816,0.05,7,American Pale Wheat Ale,12
Ale,Stevens Point Brewery,Stevens Point,WI,132,Point Nude Beach Summer Wheat (2011),772,0.05,7,American Pale Wheat Ale,12
Ale,Stevens Point Brewery,Stevens Point,WI,132,2012 Black Ale,357,0.054,32,American Brown Ale,12
Ale,Stevens Point Brewery,Stevens Point,WI,132,Point Nude Beach Summer Wheat (2010),141,0.05,7,American Pale Wheat Ale,12
Ale,Stevens Point Brewery,Stevens Point,WI,132,Point Cascade Pale Ale,140,0.054,33,American Pale Ale (APA),12
Ale,Southern Prohibition Brewing Com...,Hattiesburg,MS,134,Devil's Harvest Extra Pale Ale,2297,0.058,60,American Pale Ale (APA),12
Ale,Southern Prohibition Brewing Com...,Hattiesburg,MS,134,Suzy B Dirty Blonde Ale,2296,0.05,20,American Blonde Ale,12
Ale,Southern Prohibition Brewing Com...,Hattiesburg,MS,134,Mississippi Fire Ant,1745,0.08,80,American Amber / Red Ale,16
Ale,Southern Prohibition Brewing Com...,Hattiesburg,MS,134,Suzy B Dirty Blonde Ale,1118,0.05,20,American Blonde Ale,16
Ale,Southern Prohibition Brewing Com...,Hattiesburg,MS,134,Devil's Harvest Extra Pale Ale,1117,0.058,60,American Pale Ale (APA),16
Ale,Pug Ryan's Brewery,Dillon,CO,136,Morning Wood Wheat (Current),2360,0.059,14,American Pale Wheat Ale,12
Ale,Pug Ryan's Brewery,Dillon,CO,136,Over the Rail Pale Ale,711,0.057,68,American Pale Ale (APA),12
Ale,Pug Ryan's Brewery,Dillon,CO,136,Morning Wood Wheat (Current),130,0.059,14,American Pale Wheat Ale,12
Ale,Summit Brewing Company,St Paul,MN,139,Extra Pale Ale,2352,0.053,49,American Pale Ale (APA),12
Ale,Independence Brewing Company,Austin,TX,141,Oklahoma Suks,2350,0.048,32,American Amber / Red Ale,12
Ale,Independence Brewing Company,Austin,TX,141,Power & Light,2301,0.055,42,American Pale Ale (APA),12
Ale,Cigar City Brewing Company,Tampa,FL,142,Wandering Pelican,2013,0.082,65,American Black Ale,12
Ale,Cigar City Brewing Company,Tampa,FL,142,Maduro Brown Ale,1138,0.055,25,English Brown Ale,12
Ale,Cigar City Brewing Company,Tampa,FL,142,Maduro Brown Ale,571,0.055,25,American Brown Ale,12
Ale,Cigar City Brewing Company,Tampa,FL,142,Tocobaga Red Ale,569,0.072,75,American Amber / Red Ale,12
Ale,Third Street Brewhouse,Cold Spring,MN,143,Hunny Do Wheat,2347,0.048,18,American Pale Wheat Ale,12
Ale,Narragansett Brewing Company,Providence,RI,144,Narragansett Summer Ale,1093,0.042,24,American Pale Wheat Ale,12
Ale,Narragansett Brewing Company,Providence,RI,144,Narragansett Cream Ale,580,0.05,22,Cream Ale,16
Ale,Narragansett Brewing Company,Providence,RI,144,Narragansett Summer Ale,403,0.042,24,American Pale Wheat Ale,16
Ale,Odyssey Beerwerks,Arvada,CO,149,Perpetual Darkness,2335,0.092,72,Belgian Strong Dark Ale,12
Ale,Odyssey Beerwerks,Arvada,CO,149,Clan Warrior,2334,0.087,29,Scotch Ale / Wee Heavy,12
Ale,Lonerider Brewing Company,Raleigh,NC,150,Peacemaker Pale Ale,2329,0.057,47,American Pale Ale (APA),12
Ale,Lonerider Brewing Company,Raleigh,NC,150,Sweet Josie,2326,0.061,30,American Brown Ale,12
Ale,Oakshire Brewing,Eugene,OR,151,Oakshire Amber Ale,1669,0.054,24,American Amber / Red Ale,12
Ale,Tin Roof Brewing Company,Baton Rouge,LA,153,Tin Roof Blonde Ale,529,0.045,18,American Blonde Ale,12
Ale,Tin Roof Brewing Company,Baton Rouge,LA,153,Voodoo Bengal Pale Ale,495,0.055,37,American Pale Ale (APA),12
Ale,Tin Roof Brewing Company,Baton Rouge,LA,153,Perfect Tin Amber,494,0.045,28,American Amber / Red Ale,12
Ale,Three Creeks Brewing,Sisters,OR,154,Knotty Blonde Ale,2319,0.04,18,American Blonde Ale,12
Ale,Caldera Brewing Company,Ashland,OR,156,Caldera Pale Ale,1419,0.056,55,American Pale Ale (APA),12
Ale,Caldera Brewing Company,Ashland,OR,156,Ashland Amber Ale (2009),794,0.054,24,American Amber / Red Ale,12
Ale,Caldera Brewing Company,Ashland,OR,156,Caldera Pale Ale (2010),791,0.056,55,American Pale Ale (APA),12
Ale,Caldera Brewing Company,Ashland,OR,156,Caldera Pale Ale (2009),790,0.056,55,American Pale Ale (APA),12
Ale,Caldera Brewing Company,Ashland,OR,156,Caldera Pale Ale (2005),789,0.056,55,American Pale Ale (APA),12
Ale,Caldera Brewing Company,Ashland,OR,156,Caldera Pale Ale (2007),788,0.056,55,American Pale Ale (APA),12
Ale,Caldera Brewing Company,Ashland,OR,156,Caldera Pale Ale (2011),38,0.056,55,American Pale Ale (APA),12
Ale,Caldera Brewing Company,Ashland,OR,156,Ashland Amber Ale,37,0.054,24,American Amber / Red Ale,12
Ale,Greenbrier Valley Brewing Company,Lewisburg,WV,157,Wild Trail Pale Ale,2314,0.057,44,American Pale Ale (APA),12
Ale,Greenbrier Valley Brewing Company,Lewisburg,WV,157,Mothman Black IPA,2313,0.067,71,American Black Ale,12
Ale,Uinta Brewing Company,Salt Lake City,UT,160,PUNK'N,2310,0.05,10,Pumpkin Ale,12
Ale,Uinta Brewing Company,Salt Lake City,UT,160,SUM'R,1212,0.04,17,American Blonde Ale,12
Ale,Uinta Brewing Company,Salt Lake City,UT,160,Cutthroat Pale Ale,1088,0.04,34,American Pale Ale (APA),12
Ale,Uinta Brewing Company,Salt Lake City,UT,160,WYLD Extra Pale Ale,974,0.04,29,American Pale Ale (APA),12
Ale,Four Peaks Brewing Company,Tempe,AZ,161,Kilt Lifter Scottish-Style Ale (2009),179,0.06,21,Scottish Ale,12
Ale,Martin House Brewing Company,Fort Worth,TX,162,River House,2308,0.05,20,Saison / Farmhouse Ale,16
Ale,Martin House Brewing Company,Fort Worth,TX,162,Rubberneck Red,2197,0.05,35,American Amber / Red Ale,16
Ale,Round Guys Brewing,Lansdale,PA,165,Sundown,2304,0.071,36,Saison / Farmhouse Ale,12
Ale,Round Guys Brewing,Lansdale,PA,165,Original Slacker Ale,1842,0.056,40,English Brown Ale,12
Ale,Great Crescent Brewery,Aurora,IN,166,Beer Agent Re-Ignition,2303,0.053,22,American Blonde Ale,16
Ale,Great Crescent Brewery,Aurora,IN,166,Great Crescent Blonde Ale,1699,0.053,22,American Blonde Ale,16
Ale,Great Crescent Brewery,Aurora,IN,166,Great Crescent Brown Ale,649,0.045,36,American Brown Ale,16
Ale,Great Crescent Brewery,Aurora,IN,166,Frosted Fields Winter Wheat,615,0.06,25,American Dark Wheat Ale,16
Ale,Great Crescent Brewery,Aurora,IN,166,Great Crescent Mild Ale,439,0.042,26,English Dark Mild Ale,16
Ale,Great Crescent Brewery,Aurora,IN,166,Great Crescent Blonde Ale (2011),389,0.053,22,American Blonde Ale,16
Ale,Oskar Blues Brewery,Longmont,CO,167,Dale's Pale Ale,1444,0.065,65,American Pale Ale (APA),12
Ale,Oskar Blues Brewery,Longmont,CO,167,Dale's Pale Ale,1252,0.065,65,American Pale Ale (APA),12
Ale,Oskar Blues Brewery,Longmont,CO,167,Dale's Pale Ale,955,0.065,65,American Pale Ale (APA),19.2
Ale,Oskar Blues Brewery,Longmont,CO,167,Dale's Pale Ale (10 Year Anniversary),892,0.065,65,American Pale Ale (APA),12
Ale,Oskar Blues Brewery,Longmont,CO,167,Dale's Pale Ale (2012),828,0.065,65,American Pale Ale (APA),12
Ale,Oskar Blues Brewery,Longmont,CO,167,Dale's Pale Ale (2011),755,0.065,65,American Pale Ale (APA),12
Ale,Oskar Blues Brewery,Longmont,CO,167,Dale's Pale Ale (2010),754,0.065,65,American Pale Ale (APA),12
Ale,Oskar Blues Brewery,Longmont,CO,167,HGH (Home Grown Hops): Part Duh,585,0.08,70,American Strong Ale,12
Ale,Oskar Blues Brewery,Longmont,CO,167,Old Chub,5,0.08,35,Scottish Ale,12
Ale,Oskar Blues Brewery,Longmont,CO,167,Dale's Pale Ale,1,0.065,65,American Pale Ale (APA),12
Ale,High Hops Brewery,Windsor,CO,169,The Power of Zeus,2294,0.07,68,American Pale Ale (APA),12
Ale,Crooked Fence Brewing Company,Garden City,ID,170,Aviator Raspberry Blonde,2293,0.049,25,American Blonde Ale,12
Ale,Anderson Valley Brewing Company,Boonville,CA,172,Summer Solstice,1350,0.056,4,Cream Ale,12
Ale,Anderson Valley Brewing Company,Boonville,CA,172,Boont Amber Ale,1326,0.058,15,American Amber / Red Ale,12
Ale,Anderson Valley Brewing Company,Boonville,CA,172,Boont Amber Ale (2010),811,0.058,15,American Amber / Red Ale,12
Ale,Anderson Valley Brewing Company,Boonville,CA,172,Summer Solstice Cerveza Crema (2009),753,0.056,4,Cream Ale,12
Ale,Anderson Valley Brewing Company,Boonville,CA,172,Boont Amber Ale (2011),78,0.058,15,American Amber / Red Ale,12
Ale,Anderson Valley Brewing Company,Boonville,CA,172,Summer Solstice (2011),77,0.056,4,Cream Ale,12
Ale,Anderson Valley Brewing Company,Boonville,CA,172,Poleeko Gold Pale Ale (2009),76,0.055,28,American Pale Ale (APA),12
Ale,Rahr & Sons Brewing Company,Fort Worth,TX,177,Pride of Texas Pale Ale,2229,0.058,60,American Pale Ale (APA),12
Ale,18th Street Brewery,Gary,IN,178,Bitter Bitch,1979,0.061,60,American Pale Ale (APA),12
Ale,Wild Wolf Brewing Company,Nellysford,VA,182,Blonde Hunny,2253,0.068,21,Belgian Pale Ale,12
Ale,Wild Wolf Brewing Company,Nellysford,VA,182,Wild Wolf Wee Heavy Scottish Style Ale,1318,0.057,20,Scotch Ale / Wee Heavy,12
Ale,Wild Wolf Brewing Company,Nellysford,VA,182,Alpha Ale,1194,0.051,45,American Pale Ale (APA),12
Ale,COOP Ale Works,Oklahoma City,OK,183,Horny Toad Cerveza,2214,0.053,25,American Blonde Ale,16
Ale,COOP Ale Works,Oklahoma City,OK,183,Native Amber,2213,0.063,35,American Amber / Red Ale,16
Ale,COOP Ale Works,Oklahoma City,OK,183,Native Amber (2013),170,0.063,35,American Amber / Red Ale,16
Ale,COOP Ale Works,Oklahoma City,OK,183,Horny Toad Cerveza (2013),169,0.053,25,American Blonde Ale,16
Ale,Seventh Son Brewing Company,Columbus,OH,184,Seventh Son of a Seventh Son,2250,0.077,40,American Strong Ale,16
Ale,Seventh Son Brewing Company,Columbus,OH,184,Stone Fort Brown Ale,1768,0.053,20,English Brown Ale,16
Ale,Seventh Son Brewing Company,Columbus,OH,184,Seventh Son Hopped Red Ale,1767,0.077,40,American Amber / Red Ale,16
Ale,Seventh Son Brewing Company,Columbus,OH,184,Humulus Nimbus Super Pale Ale,1766,0.06,53,American Pale Ale (APA),16
Ale,Oasis Texas Brewing Company,Austin,TX,185,Slow Ride,2069,0.048,35,American Pale Ale (APA),12
Ale,Mother's Brewing,Springfield,MO,189,Towhead,2237,0.052,21,American Blonde Ale,12
Ale,Two Beers Brewing Company,Seattle,WA,191,Immersion Amber,1660,0.052,27,American Amber / Red Ale,12
Ale,Two Beers Brewing Company,Seattle,WA,191,Persnickety Pale,560,0.057,36,American Pale Ale (APA),12
Ale,Two Beers Brewing Company,Seattle,WA,191,SoDo Brown Ale,519,0.054,20,American Brown Ale,12
Ale,Two Beers Brewing Company,Seattle,WA,191,Immersion Amber Ale (2011),518,0.052,27,American Amber / Red Ale,12
Ale,Snake River Brewing Company,Jackson,WY,192,Snow King Pale Ale,1606,0.06,55,American Pale Ale (APA),12
Ale,Snake River Brewing Company,Jackson,WY,192,OB-1 Organic Ale,407,0.05,22,English Brown Ale,12
Ale,Snake River Brewing Company,Jackson,WY,192,Snake River Pale Ale,402,0.052,32,American Pale Ale (APA),12
Ale,Capital Brewery,Middleton,WI,193,Dark Voyage Black IPA (2013),2227,0.065,80,American Black Ale,12
Ale,Goodlife Brewing Co.,Bend,OR,195,Mountain Rescue Pale Ale,2205,0.055,40,American Pale Ale (APA),12
Ale,Hop Valley Brewing Company,Springfield,OR,199,Double D Blonde,2195,0.049,20,American Blonde Ale,12
Ale,Hop Valley Brewing Company,Springfield,OR,199,Festeroo Winter Ale,1605,0.078,60,American Strong Ale,12
Ale,Hop Valley Brewing Company,Springfield,OR,199,Double D Blonde (2013),1390,0.049,20,American Blonde Ale,12
Ale,Hop Valley Brewing Company,Springfield,OR,199,Double D Blonde (2011),498,0.049,20,American Blonde Ale,12
Ale,Worthy Brewing Company,Bend,OR,200,Worthy Pale,1511,0.06,50,American Pale Ale (APA),12
Ale,Fearless Brewing Company,Estacada,OR,202,Loki Red Ale,2191,0.075,53,American Amber / Red Ale,16
Ale,Fearless Brewing Company,Estacada,OR,202,Loki Red Ale (2013),895,0.075,53,American Amber / Red Ale,16
Ale,Mehana Brewing Co.,Hilo,HI,204,Humpback Blonde Ale,2184,0.042,22,American Blonde Ale,12
Ale,Mehana Brewing Co.,Hilo,HI,204,Volcano Red Ale,2177,0.052,23,American Amber / Red Ale,12
Ale,Mehana Brewing Co.,Hilo,HI,204,Mauna Kea Pale Ale,2176,0.054,42,American Pale Ale (APA),12
Ale,Branchline Brewing Company,San Antonio,TX,208,Evil Owl,2167,0.052,40,American Amber / Red Ale,12
Ale,Modern Times Beer,San Diego,CA,210,Oneida,2156,0.052,50,American Pale Ale (APA),16
Ale,Modern Times Beer,San Diego,CA,210,Aurora,2154,0.067,75,American Amber / Red Ale,16
Ale,Modern Times Beer,San Diego,CA,210,Lomaland,1495,0.055,30,Saison / Farmhouse Ale,16
Ale,Modern Times Beer,San Diego,CA,210,Fortunate Islands,1494,0.047,46,American Pale Wheat Ale,16
Ale,Modern Times Beer,San Diego,CA,210,Blazing World,1492,0.065,115,American Amber / Red Ale,16
Ale,Grapevine Craft Brewery,Farmers Branch,TX,214,Monarch Classic American Wheat,2129,0.043,21,American Pale Wheat Ale,12
Ale,Grapevine Craft Brewery,Farmers Branch,TX,214,Sir William's English Brown Ale,2127,0.049,21,English Brown Ale,12
Ale,Grapevine Craft Brewery,Farmers Branch,TX,214,Lakefire Rye Pale Ale,2126,0.055,35,American Pale Ale (APA),12
Ale,Buffalo Bayou Brewing Company,Houston,TX,215,1836,2125,0.06,40,American Blonde Ale,12
Ale,Texian Brewing Co.,Richmond,TX,216,First Stand,2119,0.055,35,Saison / Farmhouse Ale,12
Ale,Texian Brewing Co.,Richmond,TX,216,Battle LIne,2118,0.063,23,American Brown Ale,12
Ale,Laughing Dog Brewing Company,Ponderay,ID,219,Laughing Dog Cream Ale,2108,0.05,12,Cream Ale,12
Ale,Big Choice Brewing,Broomfield,CO,221,Aprè Shred,2104,0.081,17,American Strong Ale,16
Ale,Big Choice Brewing,Broomfield,CO,221,Disconnected Red,1067,0.067,85,American Amber / Red Ale,16
Ale,Big Storm Brewing Company,Odessa,FL,222,Wavemaker,2095,0.058,38,American Amber / Red Ale,12
Ale,Carton Brewing Company,Atlantic Highlands,NJ,223,Epitome,2094,0.099,100,American Black Ale,16
Ale,Midnight Sun Brewing Company,Anchorage,AK,224,Kodiak Brown Ale,586,0.05,24,American Brown Ale,12
Ale,Fat Head's Brewery,Middleburg Heights,OH,225,Trail Head,2089,0.063,55,American Pale Ale (APA),12
Ale,Chatham Brewing,Chatham,NY,227,8 Barrel,2080,0.08,69,American Strong Ale,16
Ale,DC Brau Brewing Company,Washington,DC,228,The Tradition,1809,0.05,15,American Blonde Ale,12
Ale,Geneva Lake Brewing Company,Lake Geneva,WI,229,Boathouse Blonde,2076,0.049,15,American Blonde Ale,12
Ale,Geneva Lake Brewing Company,Lake Geneva,WI,229,Cedar Point,2075,0.05,26,American Amber / Red Ale,12
Ale,Cape Ann Brewing Company,Gloucester,MA,231,Imperial Pumpkin Stout,2068,0.099,43,Pumpkin Ale,16
Ale,Cape Ann Brewing Company,Gloucester,MA,231,Fisherman's Brew,2064,0.055,30,American Amber / Red Ale,12
Ale,Joseph James Brewing Company,Henderson,NV,234,Fox Tail Gluten Free Ale,469,0.05,50,American Pale Ale (APA),12
Ale,Harpoon Brewery,Boston,MA,235,UFO Pumpkin,1340,0.059,20,Pumpkin Ale,12
Ale,Harpoon Brewery,Boston,MA,235,UFO White,610,0.048,10,American Pale Wheat Ale,12
Ale,Devil's Backbone Brewing Company,Lexington,VA,238,Bravo Four Point,2051,0.044,45,American Pale Ale (APA),12
Ale,Devil's Backbone Brewing Company,Lexington,VA,238,Striped Bass Pale Ale,1201,0.052,26,American Pale Ale (APA),12
Ale,Newburgh Brewing Company,Newburgh,NY,239,Cream Ale,2050,0.042,35,Cream Ale,12
Ale,Golden Road Brewing,Los Angeles,CA,241,Saison Pamplemousse,1960,0.058,35,Saison / Farmhouse Ale,12
Ale,Golden Road Brewing,Los Angeles,CA,241,Get Up Offa That Brown,991,0.055,20,American Brown Ale,16
Ale,New Republic Brewing Company,College Station,TX,242,Kadigan,2042,0.056,30,American Blonde Ale,12
Ale,New Republic Brewing Company,College Station,TX,242,Dammit Jim!,2041,0.052,50,American Amber / Red Ale,12
Ale,Infamous Brewing Company,Austin,TX,243,Hijack,1774,0.055,20,Cream Ale,12
Ale,Lift Bridge Brewing Company,Stillwater,MN,245,Farm Girl Saison,1168,0.06,30,Saison / Farmhouse Ale,16
Ale,Lucky Town Brewing Company,Jackson,MS,246,Pub Ale,2033,0.038,18,English Dark Mild Ale,12
Ale,Lucky Town Brewing Company,Jackson,MS,246,Ballistic Blonde,2032,0.051,31,Belgian Pale Ale,12
Ale,Quest Brewing Company,Greenville,SC,247,Golden Fleece,2031,0.045,35,Belgian Pale Ale,12
Ale,Half Full Brewery,Stamford,CT,249,Half Full Bright Ale,1361,0.052,18,American Blonde Ale,12
Ale,Chapman's Brewing,Angola,IN,251,Pail Ale,2017,0.055,30,American Pale Ale (APA),16
Ale,Finch's Beer Company,Chicago,IL,257,Sobek & Set,1664,0.08,80,American Black Ale,16
Ale,Finch's Beer Company,Chicago,IL,257,Wet Hot American Wheat Ale,1662,0.05,22,American Pale Wheat Ale,16
Ale,Finch's Beer Company,Chicago,IL,257,Fascist Pig Ale,935,0.08,72,American Amber / Red Ale,16
Ale,Ozark Beer Company,Rogers,AR,260,Ozark American Pale Ale,1961,0.04,39,American Pale Ale (APA),12
Ale,Otter Creek Brewing,Waterbury,VT,262,Overgrown American Pale Ale,1946,0.055,55,American Pale Ale (APA),12
Ale,Tractor Brewing Company,Albuquerque,NM,266,Farmer's Tan Red Ale,1936,0.06,30,American Amber / Red Ale,12
Ale,Peak Organic Brewing Company,Portland,ME,267,Summer Session Ale,1930,0.05,61,American Pale Wheat Ale,12
Ale,Cape Cod Beer,Hyannis,MA,268,Cape Cod Red,1928,0.055,35,American Amber / Red Ale,16
Ale,Cape Cod Beer,Hyannis,MA,268,Beach Blonde,1927,0.049,10,American Blonde Ale,16
Ale,Long Trail Brewing Company,Bridgewater Corners,VT,269,Long Trail Ale,1924,0.046,30,American Amber / Red Ale,12
Ale,Great Raft Brewing Company,Shreveport,LA,270,Commotion APA,1923,0.052,49,American Pale Ale (APA),12
Ale,Alaskan Brewing Company,Juneau,AK,271,Freeride APA,1921,0.053,40,American Pale Ale (APA),12
Ale,Three Notch'd Brewing Company,Charlottesville,VA,274,Hydraulion Red,1913,0.053,22,Irish Red Ale,12
Ale,Montauk Brewing Company,Montauk,NY,277,Montauk Summer Ale,1907,0.056,28,American Blonde Ale,12
Ale,Indeed Brewing Company,Minneapolis,MN,278,Shenanigans Summer Ale,1115,0.046,27,American Pale Wheat Ale,12
Ale,Indeed Brewing Company,Minneapolis,MN,278,Midnight Ryder,729,0.065,80,American Black Ale,12
Ale,Indeed Brewing Company,Minneapolis,MN,278,Day Tripper Pale Ale,728,0.054,45,American Pale Ale (APA),12
Ale,Berkshire Brewing Company,South Deerfield,MA,279,Steel Rail Extra Pale Ale,1317,0.053,20,American Pale Ale (APA),12
Ale,Defiance Brewing Company,Hays,KS,284,Gutch English Style Mild Ale,1885,0.05,16,English Pale Mild Ale,12
Ale,Milwaukee Brewing Company,Milwaukee,WI,285,Louie's Demise Amber Ale,1272,0.051,24,American Amber / Red Ale,16
